ASN|CC|AS_Name
55044|US|LRCSNET - LR Computer Services
55045|US|TEKTONIC - TekTonic
55046|US|NGS-SDC - National Government Services
55047|US|NWF-ARIN - NATIONAL WILDLIFE FEDERATION
55048|US|VMWARE - VMware, Inc.
55049|US|ASN-SCL - Samlyn Capital, LLC
5504|CY|LOGOSNET
55052|US|KMBSU-AS - Konica Minolta Business Solutions U.S.A., Inc.
55053|CA|COLOWAREHOUSEONTARIO - 2267921 ONTARIO LTD
55055|CA|HRCO - HRCO Inc.
55056|US|CBC-ISPA-CUSTFACING - Central Bancompany, Inc.
55057|US|TIGER-MANAGEMENT-LLC - Tiger Management L.L.C.
55059|US|BMD - Communications & Power Industries, LLC
5505|ES|VADAVO VALENCIA, SPAIN
55062|US|GSC-MINNEAPOLISMN - Gannett Supply Corp. - Minneapolis, MN
55063|US|COF-BUSINESS - City of Fairfax
55064|US|ARISTAASN1 - Arista Networks, Inc.
55065|US|FORTHEALTHCARE-FTAWI - Fort HealthCare Inc
55067|US|CHILDRENSMN - Childrens Hospitals and Clinics of Minnesota
55068|US|ASN-TGBP-OM - Western Union Business Solutions.
55069|US|SYNAPSE - Synapse Product Development, LLC
55071|US|IMPREZZIO-SPK - Imprezzio Inc
55072|US|SBS-MAIN - Sharp BancSystems, Inc.
55074|US|DIALOGTECH-EAST - DialogTech, Inc.
55075|US|TPI - Telecommunication Properties, Inc
55076|US|JOHNSON-TELCO - Johnson Telephone Company
55077|US|LSTI-OH0 - LIGHT SPEED TECHNOLOGIES LLC
55078|US|FPTECH1 - FATPOT Technologies, LLC
55079|US|STELLANET - Third Gear Networks
55080|US|EMERGE212 - Emerge212
55081|US|24SHELLS - 24 SHELLS
55082|US|WINKCDN - WINK Streaming LLC
55083|US|NUMEREX - Numerex Corp
55085|US|OLBANKING-PROD-AS - Online Banking Solutions, Inc.
55086|US|PINNACLE-DATA-SYSTEMS - Pinnacle Data Systems, L.L.C.
55087|US|AS55087
55088|US|AI-ASN - Adviser Investments LLC
55089|US|SC-ASN - THE SEGERDAHL CORP.
55091|US|LAYER-3-COMMUNICATIONS - Layer 3 Communications
55092|US|SANSUM-CLINIC - Sansum Santa Barbara Medical Foundation Clinic
55093|US|ACSMI - Advance Central Services Michigan
55094|US|SB-DFW1 - SafeBackup
55095|US|AS-NFLXCORP - Netflix Inc
55096|US|CANYON - CANYON PARTNERS LLC
55098|US|LOB-AS - Live Oak Bank
55099|US|HRBL-SLC-INTERNET-BGP - Herbalife International of America, Inc.
55100|US|GTCNA - The Glenmede Trust Company National Association
55101|CA|DAEMON-DEFENSE-SYSTEMS - Daemon Defense Systems Inc.
55102|US|NRG-NS-2 - NRG Energy, Inc.
55104|US|BIOC-ASN - BioClinica, Inc.
55106|US|DATACATE-AS1 - Datacate Inc.
55107|US|US-NYC-HWW - Havas Worldwide LLC
55110|US|AUCTION-PROD - Auction.com, LLC
55111|US|CALVERT-COUNTY - Calvert County
55112|US|TALLGRASSENERGYLP - Tallgrass Operations, LLC
55113|US|UNIVERSITY-OF-REDLANDS - University of Redlands
55114|US|MAGENICHQ - Magenic Technologies, Inc
55115|US|APXINC-DAL - APX, Inc.
55117|US|LVSCU - Long View Systems Corporation (USA)
55118|US|VALUEDRUGCOMPANYVD-32AS - Value Drug Company Inc.
55119|US|AS55119
5511|FR|OPENTRANSIT
55121|US|IQVOICE - InterQoS Online, Inc.
55122|US|DCCLLC - Digital Communications Consulting LLC
55124|CA|E-COMM-911 - E-Comm 911
55125|US|EGNYTE - Egnyte Inc.
55126|US|RESULTS-DIRECT-NETWORK - Metatechnologies, Inc.
55127|US|ESCREEN - ESCREEN
55128|US|MCFASSOC - McFarlane Associates LLC
55129|US|METHOD - Method Technologies Inc.
55130|CA|PDSI - Provision Data Systems Inc.
55131|US|TCD-INC - Special Operations Command
55132|US|SAJAH - Beverly Hills Hotel
55133|US|ST-CROIX-CENTRAL-SCHOOL-DISTRICT - St. Croix Central School District
55134|US|SKYNET360-LLC-7863492000 - SKYNET360 LLC
55135|US|LAURPHXDC - Laureate Education, Inc.
55136|US|CF-ASN - CARLTON FIELDS, P.A.
55137|US|IOSTUDIO - iostudio, LLC
55139|US|LDRY - Landry's, Inc.
5513|HU|TMH Kaposvar str. 5-7.
55140|US|SHO-ME-TECHNOLOGIES - Sho Me Technologies, LLC
55142|US|NEWBREAK-COMMUNICATIONS-VICKSBURG - Newbreak Management Co. LLC
55143|US|ZUMASYS01 - Zumasys, Inc.
55145|US|ECFIBER - ValleyNet, Inc.
55146|US|BGWAT - NUCOR BUILDING SYSTEMS SALES CORPORATION
55149|US|PROVIDENT-BANK - Provident Bank
5514|RU|BOSCOM-AS
55151|US|MEHEALTH-NORTH - Pen Bay Healthcare
55152|US|IFCJAS-01 - The Fellowship
55153|US|BREMERFINANCIAL - BREMER FINANCIAL SERVICES
55154|US|MADGEN-01 - Madgenius.com
55156|US|RLR-EAS - R & L Carriers Inc
55157|US|COLLIERS - Colliers International
55158|US|AS-AIRNE-236 - Airnetworks Inc
55160|US|INTELLINETCORP - IntelliNet Corporation
55161|US|DIGI-201302 - Digipress Inc
55163|US|LINKEDIN - LinkedIn Corporation
55164|US|PLUS-1 - Plus Analytics Inc.
55167|US|NADA - NADA
5516|PT|INESC Lisboa, Portugal
55170|US|TCPASN01 - TCP, LLC
55171|US|MTS-HEALTHCARE - MTS Healthcare
55172|CA|EDA - 9217-0182 Quebec inc.
55173|US|AVIAT-NETWORKS - HSTX
55174|US|BPTECHSERVICES - Bay Pointe Tech Services, LLC
55175|US|CLOUDBURST - RainWorx
55178|US|COMPAS - City of Morganton
55179|US|MMA - The Metropolitan Museum of Art
5517|DE|CSL
55181|US|EARTH-FARE - EARTH FARE INC.
55182|US|TCB-NA - Texas Capital Bank, N.A.
55183|US|FAST-AIR - Fast-Air Internet, Inc.
55184|US|BLUESHIFT - Blue Shift Technologies Inc.
55185|CA|LIBCOOP - BC Libraries Cooperative
55186|US|ROOTAXCESS-NET1 - Rootaxcess, LLC
55187|US|AC-CHARTER-WINDTREAM - Assumption College
55188|US|METRONAVIATION - Metron Aviation Inc.
55189|US|THRIVE-MAR - Corporate IT Solutions, Inc.
5518|LV|TELIALATVIJA
55190|US|TELLARC-ASN1 - Tellarc LLC
55193|US|NGL-EVANSTON-MAIN - THE NGL CONNECTION LLC
55194|US|BGSU - Bowling Green State University
55195|CA|CIRA-DNS - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet
55196|US|LTCP-AS2013 - Long Term Care Partners, LLC
55198|US|UCBINC - UCB Inc.
55199|US|AS-METCOM - Metcom Network Services, Inc.
55200|US|LSSI-AS - LSSI
55201|US|SHAWCOR - ShawCor Pipe Protection, LLC
55203|US|WMG-NJDC - Warner Bros. Records
55204|US|TELESCAN - Telescan, Inc.
55205|US|PAT-AS-01 - Patrick Engineering Inc.
55206|CA|FSD38 - Foothills School Division No. 38
55208|US|NAVITUS - Navitus Health Solutions, LLC
55209|US|HACKENSACKUMC - Hackensack University Medical Center
5520|DE|UNI-KOELN
55210|US|SAMC-HCHA - Southeast Alabama Medical Center
55214|US|COAST - Coast Communications Company
55215|US|RFI-ENTERPRISES - RFI Enterprises, Inc.
55216|US|CARVERLINK - CarverLink
55218|US|ARCHEGOS-NY - Archegos Capital Management, LLC
55219|US|SOURCEFIRE-LABS - Cisco Systems, Inc.
5521|DE|MCS-CITYLINE
55220|CA|KIX - KIX MEDIA INC
55221|US|NPG-AS - News-Press & Gazette Company
55222|CA|9219-1568QUEBEC-NET7777 - 9219-1568 Quebec Inc.
55223|US|S7CLOUD-EQ7 - S7 Technology Group, LLC
55224|US|MCS-AS - Marietta City Schools
55226|US|WELLP-10-FRONT1 - Wellpartner, Inc
55227|US|H9S-TROY - Hangar9 Solutions
55228|US|NTC-AS - National TeleConsultants LLC
55229|US|WSHOSTING - White Sands Hosting
5522|LT|OMNITEL
55230|US|PWRTC-AS - Pulaski White Rural Telephone Cooperative Inc.
55231|US|09172010 - Strategic Response Systems
55232|US|MX-HOSTED - Zultys, Inc.
55234|US|AS55234
55236|US|CBC - CBC
55237|US|WFSCORP-AS - Wausau Financial Systems, Inc.
55238|US|KMCPHX - PING, INC.
5523|RU|RMT
55240|US|UNIFOCUS - UniFocus LP
55243|US|CEDARNET - Cedar Wireless, Inc.
55246|US|EASTERN-OREGON-TELECOMM-LLC - EASTERN OREGON TELECOM
55247|US|IVALUA - Ivalua Inc.
55248|US|WHOA-NETWORKS - Whoa Networks Inc
55249|US|SAGE-ELSEG1 - Sage Publications, Inc.
5524|NL|BREEDBANDNEDERLAND
55250|US|IMS-HEALTH-CANADA - IMS Health, Inc.
55251|US|TAXHAWK-AS - TaxHawk, Inc.
55252|US|ACTIVE-ASN-2013 - Active International
55253|US|ICM-BLK-1-2 - International Creative Management LLC
55254|CA|WAVEDIRECT-CDN - WaveDirect Telecommunications
55256|US|NETSKOPE - Netskope Inc
55257|US|LOU1-STRATAPOINTE - Strata Pointe Technologies LLC
55259|US|NEUTRONA-NETWORKS-INTERNATIONAL - Neutrona Networks International LLC
55260|US|POLK-SCHOOL-DISTRICT - Polk School District
55261|US|DMISTL - DISTRIBUTION MANAGEMENT INC
55263|US|UNITEDLEX - UnitedLex Corporation
55264|US|SABEYIGX - SABEY INTERGATEEXCHANGE LLC
55265|US|VITAS-HOSPICE-SMY-SCOTTS - Vitas Healthcare Corporation
55266|US|FRMC01 - Firelands Regional Medical Center
55267|CA|MIDRANGE-AS - Mid-Range Computer Group Inc.
55268|US|WA-EDMONDS15 - Edmonds School District #15
55269|US|CST - Critical Signal Technologies, Inc
55270|US|QIPMIA1 - Quik, LLC
55271|CA|STACK8 - Stack8 Technologies Inc.
55272|US|ATGTECH - PATLIVE
55274|US|CAESARS-ENTERTAINMENT - Caesars Entertainment Operating Company, Inc.
55276|US|SYMQUEST-NET - SymQuest Group, Inc.
55277|US|PINAL-AS - Pinal County Arizona
55278|US|CIG-ASN - California Capital Insurance Company
55279|US|JOCKEY-INT - Jockey International, Inc.
5527|PL|JJS-AS
55280|US|AUTHENTICOM - Authenticom, Inc
55281|US|ECHO-GLOBAL - Echo Global Logistics
55284|US|USAC-1 - Universal Service Administrative Company
55285|US|GRANITE-SERVICES-TAMPA - Granite Services, Inc
55286|CA|SERVER-MANIA - B2 Net Solutions Inc.
55287|US|SLSOT-NET-1 - Surplus Lines Stamping Office of Texas
55288|CA|DSI-EXPLORER - Dimensional Strategies Inc.
55289|US|AS55289
5528|LV|ANADANA-AS
55290|US|DTCC-CDZ-CVO - Depository Trust & Clearing Corporation
55291|US|HARRIS-COUNTY-AS - Harris County
55292|US|WELLMARK - BLUE CROSS AND BLUE SHIELD OF IOWA
55293|US|A2HOSTING - A2 Hosting, Inc.
55295|US|NEWDAYASN - New Day Broadband One LLC
55296|IN|NIPFPNET-AS-AP NATIONAL INSTITUTE OF PUBLIC FINANCE AND POLICY
5529|CH|DIAG-AS
552|US|DNIC-AS-00552 - DoD Network Information Center
55302|AU|AGDTECH-AU GPO Box 2142
55303|PH|EAGLENET-AP 60 Market Square,P.O. Box 364
55304|AU|APAM-AU Australia Pacific Airports (Melbourne) Pty Ltd
55306|Unknown|AS55306
55307|Unknown|AS55307
55308|Unknown|AS55308
55309|Unknown|AS55309
5530|UA|EDS-GROUP-AS
55310|Unknown|AS55310
55311|Unknown|AS55311
55312|Unknown|AS55312
55313|Unknown|AS55313
55315|Unknown|AS55315
55316|Unknown|AS55316
55317|Unknown|AS55317
55318|Unknown|AS55318
55319|Unknown|AS55319
5531|RU|TEZTOUR-AS
55322|Unknown|AS55322
55323|Unknown|AS55323
55324|Unknown|AS55324
55325|TH|EASTWATER-TH-AS-AP Eastern Water Resources Development and Management Company
55326|AU|AFG-AS-AP Australian Finance Group Ltd
55328|AU|REMEX-AU Level 2, Building C
55329|KH|TELCOTECH-KH Telcotech Ltd.
5532|MT|TERRANETMALTA
55330|AF|GCN-DCN-AS AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK
55333|IN|TATA-2-NET-IN EL6,TTC Industrial Area,Electronics Zone
55334|HK|ASL-338-HK Access Solutions Limited
55337|AU|ABNOTE-GROUP-AU 1144 NEPEAN HIGHWAY
55340|PK|TELECARD-AS-AP Telecard Limited
55341|IN|ORANGEINFOCOM-IN-IN 51/A RACHNA MIDAS GOKULPETH
55342|MN|HOMENET6837-AS-AP Homenet
55343|PH|ACS-INC-AS-AP ACS of the Philippines
55344|BD|MTBSYSADMIN-BD Head Office
55350|HK|VSCGT-HK Virtual Switching Consultancy Limited (C/O VXRoutes Ltd)
55352|Unknown|AS55352
55353|IN|RPNET-AS-AP RAJESH PATEL NET SERVICES PVT. LTD.
55354|AU|ACEINT-AS-AP Ace Internet Services Pty Ltd
55355|HK|ISP-AS-AP ISP
55356|PK|WATEENTEL-AS-AP Wateen Telecom (Pvt.) Ltd.
55358|AU|HORIZON-POWER-AU 18 Brodie Hall Drive
55359|AU|FLUCCS-AS-AP Fluccs Australia
5535|IT|FAO Headquarters
55361|HK|LUCKYTONE-NET-HK Lucky Tone Communications Ltd.
55365|AU|WESFARMERS-CEF-AU Campus Drive (Cnr Murdoch Drive)
55366|AU|BUPA-AUS-HEALTH-AS-AP BUPA Australia Health Pty Ltd
55373|Unknown|AS55373
55376|Unknown|AS55376
55377|Unknown|AS55377
55378|Unknown|AS55378
55379|Unknown|AS55379
5537|RU|RU-CENTER-AS
55380|Unknown|AS55380
55381|Unknown|AS55381
55382|Unknown|AS55382
55383|Unknown|AS55383
55384|Unknown|AS55384
55385|Unknown|AS55385
55387|Unknown|AS55387
55388|Unknown|AS55388
5538|LV|SIGMANET-NIC
55390|Unknown|AS55390
55391|Unknown|AS55391
55392|Unknown|AS55392
55393|Unknown|AS55393
55394|Unknown|AS55394
55396|Unknown|AS55396
5539|DE|SPACENET SpaceNET AG
553|EU|BELWUE BelWue-Koordination
55402|PH|PNB1COM-PH PNB Financial Center
55403|TH|PTTDIGITAL-AS-AP PTT Digital Solutions Company Limited
55405|MY|ICONZ-WEBVISIONS-AP Iconz-Webvisions Pte. Ltd.
55406|BD|HRCTECH-01-AS-AP 26 Shyamoli, Bir Uttam A. W. Chowdhury Road
55408|MN|MCS-AS-AP Univision LLC
5540|IL|AS5540
55410|IN|VODAFONE-NET-AS-AP C48 Okhla Industrial Estate, New Delhi-110020
55411|AU|SUPERLOOP-AS-AP SUPERLOOP (AUSTRALIA) PTY LTD
55413|PH|DBP-AS-AP Development Bank of the Philippines
55414|PK|WORLDCALL-AS-AP Worldcall Telecom Ltd.
55415|SG|MBS-SG 4 Shenton Way
55418|SG|YAHOO-ID1 YAHOO! ID1
55419|AU|ADVAM-AS-AP ASN for Advam Pty Ltd
5541|RO|ADNET-TELECOM
55420|MY|SABAHNET-AS-AP APNIC ASN Block
55422|AU|INTERACTIVEHOSTING-AS-AP 437 Williamstown Road
55423|TH|JASTEL-NETWORK-TH-IDC-AP JasTel Network
55424|AF|INSTATELECOM-AS-AP Instatelecom Limited
55426|SG|FCIASIA-AS-AP Amphenol FCI Asia Pte Ltd
55427|NP|BROADLINK-AS-AP Broadlink Nepal
55428|IN|MASSINFONET-AS-AP Mass Infonet (P) Ltd.
55429|IN|LLNW-IN Limelight Networks India
5542|IR|MINISTRY-OF-HEALTH
55430|SG|STARHUBINTERNET-AS-NGNBN Starhub Internet Pte Ltd
55433|IN|CDAC-NON-AS-AP Centre for Development of Advanced Computing
55435|NZ|WDC-AS-AP Whangarei District Council
55437|PH|WIT-PHILS-INC-PH WIT Phils., Inc.
55439|CN|ISC-PEK2 Internet Systems Consortium, (Beijing, China)
55440|KH|ISC-NRT1 Internet Systems Consortium, Pnohm Penh
55441|IN|TTSLMEIS-AS-AP TTSL-ISP DIVISION
55444|AU|CENGAGE-LEARNING-AS-AP Cengage Learning Australia Pty Limited
55446|IN|CENTDEVTEL-NON-AS-AP CENTRE FOR DEVELOPMENT OF TELEMATICS
55448|IN|GLOBALLOGIC-IN GlobalLogic India Ltd.
55451|TH|AS55451
55453|PK|SKYTELECOM-AS-PK House # 39 Street 38 F10 /4
55454|NZ|ORCONNET Orcon Internet Ltd
55455|AU|TDASL-AU TECH DATA ADVANCED SOLUTIONS (ANZ) LIMITED
55456|AU|UNITEDENERGY-AS-AP Level 3 501 Blackburn Road, Mount Waverley
55459|IN|SERVION-NET256-AS-AP Servion Global Solutions Ltd
5545|RU|OOKOD-AS
55461|CN|SUNINFO-MDC Beijing Sun Rise Technology CO.,LTD
55464|SG|MILLERFORD-SG 150 Orchard Road #06/16, ORchard Plaza
55467|AU|ICEMEDIA-AS-AP Icemedia Pty. Ltd.
55468|CN|CRI China Radio International
55469|AU|ACCENTURE-MNL-AS-AP Accenture Australia Pty Ltd
55470|IN|CYFUTURE-AS-IN Cyfuture India Pvt. Ltd.
55472|AU|APNGTSNET-AS-AP APN News & Media
55474|IN|MASTER-NET-AS-AP Master Capital Services Ltd
55476|TH|CPALL-AS-AP CP All Public Co., Ltd.
55477|PH|ADMU-AS-PH Loyola Heights
55478|AU|VEDAADNET1-AS-AU Level 15, 100 arthur Street
55479|IN|IITKNET-AS-AP IIT Kanpur
5547|RU|ORTEL-AS Irkutsk Region, Russia
55480|HK|ISERVICES-HK I-Services Network Solution Ltd
55482|MY|DIGITAL-WAVE-MY Level 12 Menara Sunway, Jalan Lagoon Timur
55485|NZ|TWWOA-AS-NZ 1 Francis Street
55486|AU|NETWORX-AS-AP Networx Australia
55487|SG|GLOBALFOUNDRIES-SG 60 Woodlands Industrial Park D Street 2
55488|TH|NRRU-AS-AP Nakorn Ratchasima Rajabhat University
55489|HK|ITO-HK Suite 2101, Lever Tech Centre
5548|RU|MIIT-RZD-AS
55491|AU|KANGAN-AU Pearcedale Parade
55492|BD|DFN-BD Dhaka Fiber Net Limited
55494|IN|MEDUSIND-IN 6th Floor, The Great Oasis, D-13
55496|TH|SEACON-AS-AP Seacon Hotel & Resorts Co.,Ltd.
55497|SG|BLIZZARD-AP 16215 Alton Parkway
55498|TH|GREENLINE-AS-AP Greenline Synergy Co.,Ltd.
55501|PK|CONNECTEL-PK 141-143 Maulana Shaukat Ali Road
55502|NZ|NZICA-NET-NZ Level 7 50 Customhouse Quay
55504|SG|BP-AS-AUS BP Australia
55506|AU|PENTANA-AS Pentana Solutions
55507|IN|TEJAYS-AS Tejays Dynamic Limited
55508|LA|INTERNET-LA Lao National Internet Center (LANIC)
55509|AU|THESPECIALIZT-AU Unit 506 77 Dunning Ave Rosebery NSW 2018
5550|PL|TASK-AS Gdansk University of Technology
55510|IN|EXCELTECH-1-IN 5/D5, SIPCOT IT PARK, 1st CROSS ST
55511|LA|VLL-AS-AP Vimpelcom Lao Co Ltd
55514|TH|EGAT-CO-TH Electricity Generating Authority of Thailand (EGAT)
55515|CN|GOIP-AULA GOIP-AULA-LIMITED
55516|NZ|UCOL-AS-AP Universal College of Learning
55520|MY|EGENTING-AS-AP e-Genting Sdn Bhd
55521|AU|SALMAT-INTERACTIVE-NOC-AS-AP Salmat Interactive Pty Ltd
55522|TH|NOBLE-HOME-TH 19 Fl., Tonson Tower, 900 Ploenchit Rd.
55524|NZ|TOI-AS-AP Toi Ohomai Institute of Technology
55525|AU|MFB-AS-AP Metropolitan Fire Brigade
55526|IN|NOIDASOFTWARETECHNOLOGYPARK-IN NOIDA Software Technology Park Ltd
55527|AU|ADVAM-AS-AP ASN for Advam Pty Ltd
55529|IN|UNITEDLEX-NET-IN DLF Building no. 6, Tower A
5552|GB|DIALNET-UK
55531|BD|BRAC-BANK-AS-AP BracBank Limited
55532|AU|SQUIZ-AS-AP Squiz Pty Ltd
55534|PK|PPL-PK 4th Floor, PIDC House
55536|HK|PSWITCH-HK PACSWITCH IP NETWORK
5553|RU|TAMBOVMAN-AS
55541|PK|MCB15MAIN-AS-AP MCB Bank Ltd
55542|AU|RMSNET-AS-AP Roads and Maritime Services
55543|AU|LYCAMOBILE-AU Suite 305, level 3, 66 Berry St
55545|TH|SUT-AS-AP Suranaree University of Technology
5554|HU|INTEGRA Budapest, Hungary
55550|BD|NEXTGEN-BD 1/2 Monipuripara
55552|HK|NETWORK-BOX-HK 16th Floor Metro Loft
55555|AU|DELION-AP Delion Pty Ltd
55558|HK|CLOUDALLIANCE-HK UNIT 323-325, 3/F METRO CENTRE
55559|KH|HTNETWORKS-KH Cambodia DIX(Domestic Internet eXchange)
5555|GB|SOHONETEU-AS Sohonet European IP network
55561|NZ|TWO-TALK 2talk Global IP Network
55562|SG|SIX-FINANCIAL-INFORMATION-SINGAPORE-PTE-LTD 5 Temasek Boulevard
55563|IN|DR-NETWORK-IN Dr.Reddy's Laboratories Ltd.
55564|AU|JETNET-AU Jetlan
55566|IN|IUCAA-IN Inter University Centre for Astronomy and Astrophysics
55567|AU|AZZURRI-AU Suite 2, Level 9
55569|JP|CRITEO-AS-AP Criteo APAC
55570|IN|PAREXEL-IN 8th Floor, DLF Cybercity
55571|MY|AMWAYIT-ADMIN-MY No. 43000
55574|IN|PRODAPT-IN # 9 Seshardi Road
55575|AU|MAXOTEL-AU MaxoTel AS. VoIP Provider in AU.
55577|IN|BEAMTELE-AS-AP Atria Convergence Technologies pvt ltd
55578|IN|CGI-INDIA-IN Tower 2, #95/1 & 95/2
55580|AU|MORETONBAY-NON-AS-AP Moreton Bay Regional Council - Pine Rivers Office
55581|AU|BINARY-AU Binary Networks
55584|KR|KPX-AS-KR Korea Power Exchange
55585|Unknown|AS55585
55586|Unknown|AS55586
55588|Unknown|AS55588
55589|Unknown|AS55589
55592|Unknown|AS55592
55593|Unknown|AS55593
55594|Unknown|AS55594
55595|Unknown|AS55595
55596|Unknown|AS55596
55598|Unknown|AS55598
55599|Unknown|AS55599
555|US|VTSII - Velocity Technology Solutions II, Inc.
55600|Unknown|AS55600
55601|Unknown|AS55601
55602|Unknown|AS55602
55604|Unknown|AS55604
55605|Unknown|AS55605
55606|Unknown|AS55606
55609|Unknown|AS55609
55610|Unknown|AS55610
55611|Unknown|AS55611
55612|Unknown|AS55612
55613|Unknown|AS55613
55614|Unknown|AS55614
55615|Unknown|AS55615
55616|Unknown|AS55616
55617|Unknown|AS55617
55618|Unknown|AS55618
55619|Unknown|AS55619
55620|Unknown|AS55620
55621|Unknown|AS55621
55622|Unknown|AS55622
55623|Unknown|AS55623
55624|Unknown|AS55624
55625|Unknown|AS55625
55626|Unknown|AS55626
55627|Unknown|AS55627
55628|Unknown|AS55628
55629|Unknown|AS55629
55630|Unknown|AS55630
55631|Unknown|AS55631
55632|Unknown|AS55632
55633|Unknown|AS55633
55634|TH|KASIKORN-ASSET-MANAGEMENT Kasikorn Asset Management Co.,Ltd.
55636|KH|TPLC-KH TPLC Holdings Ltd ( I-Net )
55639|HK|ASIAWEB-SERVICE-HK Asia Web Service Ltd
5563|RU|URAL Ural Regional Net
55642|TH|CONTROL-DATA-CSLOXINFO-AS-TH Control Data (Thailand) Ltd
55644|IN|IDEANET1-IN Idea Cellular Limited
55646|TH|NEXGEN-AS-AP 6 Sukhumvit 49/9, Sukhumvit Rd, Klongton Nua, Wattana, Bangkok 10110
55649|HK|METRONET-HK Flat C, 16/F, Skyline Tower
5564|GB|SOL-AS Commercial internet service provider
55651|AU|DBOLICALPTYLTD-AU DBOLICAL PTY LTD
55652|ID|DASHNET-AS-ID Sumidhaz Permata Bunda, PT
55653|Unknown|AS55653
55654|Unknown|AS55654
55655|Unknown|AS55655
55656|Unknown|AS55656
55658|Unknown|AS55658
55660|Unknown|AS55660
55661|Unknown|AS55661
55662|Unknown|AS55662
55663|Unknown|AS55663
55664|Unknown|AS55664
55665|Unknown|AS55665
55666|Unknown|AS55666
55667|Unknown|AS55667
55668|Unknown|AS55668
55669|Unknown|AS55669
55670|Unknown|AS55670
55672|Unknown|AS55672
55673|Unknown|AS55673
55674|Unknown|AS55674
55675|Unknown|AS55675
55677|Unknown|AS55677
55679|Unknown|AS55679
5567|RU|AS5567
55680|Unknown|AS55680
55683|Unknown|AS55683
55684|Unknown|AS55684
55685|Unknown|AS55685
55687|Unknown|AS55687
55688|Unknown|AS55688
5568|RU|RBNET
55690|Unknown|AS55690
55691|Unknown|AS55691
55693|Unknown|AS55693
55694|Unknown|AS55694
55695|Unknown|AS55695
55696|Unknown|AS55696
55697|Unknown|AS55697
55698|Unknown|AS55698
55699|Unknown|AS55699
55701|Unknown|AS55701
55702|NZ|EIT-AS-AP 501 Gloucester Street
55705|IN|INDIATIMES-IN I World Tower, DLF CITY
55706|MY|AIGGS-MY G1 Enterprise 1 Technology Park Malaysia
55708|BD|SADIATEC-BD House# 2, Road# 7, Sector# 3
55709|IN|CHN-LYCA-BPO-IN Block 7, 1st Floor, DLF - IT- SEZ
5570|RU|REN-AS
55710|MY|PNB-NET-MY 201-A, JALAN TUN RAZAK
55711|IN|BRAINPULSE-IN Brainpulse Technologies Pvt. Ltd.
55712|IN|CHN-PLINTRON-IN Block 9A, 1st Floor, DLF - SEZ
55714|PK|APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd
55715|NZ|ADVANCEDDATACENTRES-NZ 113 Bank Street
55717|IN|HOSTONDEMAND-IN 70, KLJ Complex
55719|NZ|RBNZ-AS-AP Reserve Bank of New Zealand
55720|MY|GIGABIT-MY Gigabit Hosting Sdn Bhd
55723|Unknown|AS55723
55729|NZ|PAC-TECH-AS-AP Pacific Technology Solutions Ltd
5572|RU|BOTIK Public network of Pereslavl-Zalessky
55731|AU|FSA-AS-AP Fox Sports Australia Pty Limited
55732|AF|RANATECHNET-AF RANA Technologies,Kabul
55733|BD|IDEA IDEA NETWORKS & COMMUNICATIONS LIMITED
55734|IN|SYMBIOS-IN 001 IT Complex
55736|AU|TSA-AU Dataknox Pty Limited
5573|RU|KRASNET-AS
55740|IN|TATAINDICOM-IN TATA TELESERVICES LTD - TATA INDICOM - CDMA DIVISION
55741|IN|WBSDC-NET-IN West Bengal Electronics Industry Development
55743|HK|UBISOFT-HK UBISOFT Entertainment
55745|AF|NEDA-AS-AP Neda Telecommunications
55746|NZ|WITT-AS-AP Western Institute of Technology at Taranaki
55747|Unknown|AS55747
55750|HK|ABCHK-HK ABC Computer Systems Ltd
55752|AU|CLOUD-PLUS-AS-AP Cloud Plus Pty Ltd
55754|AU|ULTIMA-AS-AP Ultima Computer Systems
55756|IN|TCISL-AS-AP TATA Communications Internet Services Ltd
55757|IN|SYNNET-AS-AP Synechron Inc.
55759|NZ|MFAT-NET-NZ 195 Lambton Quay
55762|AU|ICAP-AU Internet Communication AP Pty. Ltd.
55764|IN|HGSL-IN HGSL House, No.614
55765|AU|OXYGEN-NETWORKS-AU Oxygen Networks
55766|AU|COMSCENTRE-AU Comscentre Pty Ltd
55769|KH|SEATELECOM-KH SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD
5576|AL|AKSHI
55773|AU|WIOT3690-AU 87 Mckoy Street
55775|AU|HORNSBYSHIRE-AU Hornsby Shire Council
55779|IN|SBI-GENERAL-APNIC-IN IL & FS Financial Center, Bandra
5577|LU|ROOT
55780|IN|ROYALSUNDARAM-IN ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED
55781|SG|FAPLNET-AS-SOP Fujitsu Asia Pte. Ltd.
55782|IN|OBOPAYNET-IN Obopay Mobile Technology India Pvt Ltd
55784|AP|AU-SYD-MARLINK-MSS MARLINK AU-SYD
55785|NZ|MAXUM-AS-AP MAXUM DATA LIMITED
55786|CN|MOBIUS-CN 1065-A Zhaojiabang Road
55789|TW|IDC-TW TWIDC
5578|CZ|GTS-SK-AS Bratislava, Slovak Republic
55792|PG|DATEC-PNG-AS-AP Datec-PNG
55793|NZ|GSN-AS-AP Ministry of Civil Defence
